Titre;Chapitre;Section;Article;Décret;Contenu;Numéro Décret;Date decret;Annee decret
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 2 : Dégagements (Articles R4216-5 à R4216-12);Article R4216-9;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Pour les locaux situés en sous-sol et dont l'effectif est supérieur à cent personnes, les dégagements sont déterminés en prenant pour base l'effectif ainsi calculé :
1° L'effectif des personnes est arrondi à la centaine supérieure ;
2° L'effectif est majoré de 10 % par mètre ou fraction de mètre au-delà de deux mètres de profondeur.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 2 : Dégagements (Articles R4216-5 à R4216-12);Article R4216-10;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Seuls les locaux dont la nature technique des activités le justifie peuvent être situés à plus de six mètres en dessous du niveau moyen des seuils d'évacuation.;2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 2 : Dégagements (Articles R4216-5 à R4216-12);Article R4216-11;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"La distance maximale à parcourir pour gagner un escalier en étage ou en sous-sol n'est jamais supérieure à quarante mètres.
Le débouché au niveau du rez-de-chaussée d'un escalier s'effectue à moins de vingt mètres d'une sortie sur l'extérieur.
Les itinéraires de dégagements ne comportent pas de cul-de-sac supérieur à dix mètres.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 2 : Dégagements (Articles R4216-5 à R4216-12);Article R4216-12;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les marches obéissent aux caractéristiques suivantes :
1° Elles ne sont pas glissantes ;
2° S'il n'y a pas de contremarche, les marches successives se recouvrent de 5 centimètres ;
3° Il est interdit de placer une ou deux marches isolées dans les circulations principales ;
4° Les dimensions des marches des escaliers sont conformes aux règles de l'art ;
5° Les volées ne comptent pas plus de 25 marches ;
6° Les paliers ont une largeur égale à celle des escaliers et, en cas de volées non contrariées, leur longueur est supérieure à 1 mètre ;
7° Les escaliers tournants sont à balancement continu sans autre palier que ceux desservant les étages ;
8° Les dimensions des marches sur la ligne de foulée à 0,60 mètre du noyau ou du vide central sont conformes aux règles de l'art ;
9° Le giron extérieur des marches est inférieur à 0,42 mètre.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 3 : Désenfumage (Articles R4216-13 à R4216-16);Article R4216-13;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les locaux de plus de 300 mètres carrés situés en rez-de-chaussée et en étage, les locaux de plus de 100 mètres carrés aveugles et ceux situés en sous-sol ainsi que tous les escaliers comportent un dispositif de désenfumage naturel ou mécanique.;2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 3 : Désenfumage (Articles R4216-13 à R4216-16);Article R4216-14;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les dispositifs de désenfumage naturel sont constitués en partie haute et en partie basse d'une ou plusieurs ouvertures communiquant avec l'extérieur, en vue de l'évacuation des fumées et l'amenée d'air.
La surface totale des sections d'évacuation des fumées est supérieure au centième de la superficie du local desservi avec un minimum de un mètre carré. Il en est de même pour celle des amenées d'air.
Chaque dispositif d'ouverture du dispositif de désenfumage est aisément manoeuvrable à partir du plancher.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 3 : Désenfumage (Articles R4216-13 à R4216-16);Article R4216-15;Création Décret n°2008-244 du 7 mars 2008 - art. (V);En cas de désenfumage mécanique, le débit d'extraction est calculé sur la base d'un mètre cube par seconde par 100 mètres carrés.;2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 3 : Désenfumage (Articles R4216-13 à R4216-16);Article R4216-16;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les modalités d'application des dispositions de la présente section sont définies par arrêté conjoint des ministres chargés du travail, de l'agriculture et de la construction.;2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 4 : Chauffage des locaux (Articles R4216-17 à R4216-20);Article R4216-17;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les bâtiments et locaux sont conçus et réalisés de manière à respecter les dispositions des articles
R. 4227-16
et
R. 4227-18 à R. 4227-20
sur le chauffage des locaux ainsi que celles des réglementations particulières relatives :
1° Aux installations fixes destinées au chauffage et à l'alimentation en eau chaude ;
2° Aux installations de gaz combustibles et d'hydrocarbures liquéfiés ;
3° Au stockage et à l'utilisation des produits pétroliers.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 4 : Chauffage des locaux (Articles R4216-17 à R4216-20);Article R4216-18;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Indépendamment de l'application, s'il y a lieu, des règles propres aux bâtiments d'habitation, de bureaux ou recevant du public, les installations fixes destinées au chauffage et à l'alimentation en eau chaude ne doivent pas présenter de risque pour la santé et la sécurité des travailleurs.
Ces installations sont conçues de manière à ne pas aggraver les risques d'incendie ou d'explosion inhérents aux activités du bâtiment, à ne pas provoquer d'émission de substances dangereuses, insalubres ou gênantes et à ne pas être la cause de brûlures ou d'inconfort pour les travailleurs.
Les modalités d'application de ces dispositions sont précisées par arrêté conjoint des ministres chargés du travail, de l'agriculture et de la construction.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 4 : Chauffage des locaux (Articles R4216-17 à R4216-20);Article R4216-19;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Lorsque le chauffage est réalisé au moyen de générateur d'air chaud à combustion, la pression du circuit d'air doit toujours être supérieure à la pression des gaz brûlés.
Un dispositif de sécurité assure automatiquement l'extinction ou la mise en veilleuse de l'appareil ou de l'échangeur de chauffage de l'air et l'arrêt des ventilateurs lorsque la température de l'air dépasse 120 °C. Toutefois, ce dispositif n'est pas exigible pour les appareils indépendants émettant de la chaleur dans les seuls locaux où ils sont installés, ou lorsque le réchauffage de l'air est assuré par un échangeur ne pouvant atteindre cette température.
Toute matière combustible est interdite à l'intérieur des conduits de distribution ou de reprise, à l'exception des accessoires des organes terminaux situés dans une pièce.
Cette prescription s'applique également aux installations de ventilation mécanique contrôlée et à toutes les gaines mettant en communication plusieurs niveaux.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 4 : Chauffage des locaux (Articles R4216-17 à R4216-20);Article R4216-20;Création Décret n°2008-244 du 7 mars 2008 - art. (V);L'usage de la brasure tendre, dont la température de fusion du métal d'apport est inférieure à 450 °C, est interdit pour les canalisations amenant les liquides ou gaz combustibles.;2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 5 : Stockage ou manipulation de matières inflammables (Articles R4216-21 à R4216-23);Article R4216-21;"Modifié par Décret n°2010-1018
 du 30 août 2010 - art. 6";"Les bâtiments et locaux sont conçus et réalisés de manière à respecter :
1° Les dispositions relatives à la prévention des explosions prévues aux articles
R. 4227-42
et suivants ;
2° Les dispositions de
l'article R. 4215-12
;
3° Les dispositions spécifiques de l'arrêté prévu par l'article
R. 4227-27
pour les installations industrielles utilisant le gaz combustible et les hydrocarbures liquéfiés.";2010-1018;2010-08-30;2010
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 5 : Stockage ou manipulation de matières inflammables (Articles R4216-21 à R4216-23);Article R4216-22;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les locaux ou les emplacements dans lesquels doivent être entreposées ou manipulées des substances ou préparations classées explosives, comburantes ou extrêmement inflammables, ainsi que des matières dans un état physique susceptible d'engendrer des risques d'explosion ou d'inflammation instantanée disposent d'une ventilation permanente appropriée.;2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 5 : Stockage ou manipulation de matières inflammables (Articles R4216-21 à R4216-23);Article R4216-23;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les locaux mentionnés à l'article
R. 4216-22
ainsi que ceux dans lesquels sont entreposées ou manipulées des substances ou préparations classées facilement inflammables ou des matières dans un état physique tel qu'elles sont susceptibles de prendre feu instantanément au contact d'une flamme ou d'une étincelle et de propager rapidement l'incendie, sont conçus et réalisés de telle sorte que :
1° Aucun poste habituel de travail ne puisse se trouver à plus de dix mètres d'une issue donnant sur l'extérieur ou sur un local donnant lui-même sur l'extérieur ;
2° Les portes de ces locaux s'ouvrent vers l'extérieur ;
3° Si les fenêtres de ces locaux sont munies de grilles ou grillages, ceux-ci s'ouvrent très facilement de l'intérieur.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 6 : Bâtiments dont le plancher bas du dernier niveau  est situé à plus de huit mètres du sol (Articles R4216-24 à R4216-29);Article R4216-24;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Afin de prendre en compte l'augmentation des risques en cas de sinistre, les bâtiments dont le plancher bas du dernier niveau est situé à plus de huit mètres du sol extérieur ont une structure d'une stabilité au feu de degré une heure et des planchers coupe-feu de même degré.
Ils sont isolés de tout bâtiment ou local occupé par des tiers, au minimum par des parois coupe-feu de degré une heure ou par des sas comportant des portes pare-flammes de degré demi-heure munies de ferme-porte et s'ouvrant vers l'intérieur du sas.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 6 : Bâtiments dont le plancher bas du dernier niveau  est situé à plus de huit mètres du sol (Articles R4216-24 à R4216-29);Article R4216-25;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les bâtiments mentionnés à l'article
R. 4216-24
sont accessibles au moins sur une façade aux services d'incendie et de secours.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 6 : Bâtiments dont le plancher bas du dernier niveau  est situé à plus de huit mètres du sol (Articles R4216-24 à R4216-29);Article R4216-26;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les escaliers et ascenseurs des bâtiments mentionnés à l'article
R. 4216-24
sont :
1° Soit encloisonnés dans des cages coupe-feu de degré une heure comportant des portes pare-flammes de degré demi-heure et, pour les escaliers, un dispositif de désenfumage en partie supérieure ;
2° Soit à l'air libre.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 6 : Bâtiments dont le plancher bas du dernier niveau  est situé à plus de huit mètres du sol (Articles R4216-24 à R4216-29);Article R4216-27;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"La distribution intérieure des bâtiments mentionnés à l'article
R. 4216-24
permet, notamment par des recoupements ou des compartimentages, de limiter la propagation du feu et des fumées.
L'aménagement intérieur des locaux, notamment les revêtements des murs, des sols et des plafonds, les tentures et les rideaux répond à des caractéristiques de réaction au feu permettant d'éviter un développement rapide d'un incendie susceptible de compromettre l'évacuation.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 6 : Bâtiments dont le plancher bas du dernier niveau  est situé à plus de huit mètres du sol (Articles R4216-24 à R4216-29);Article R4216-28;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les dispositions de la présente section s'appliquent compte tenu de la classification des matériaux et des éléments de construction en fonction de leur comportement au feu, telle qu'elle est définie aux articles
R. 121-1
et suivants du code de la construction et de l'habitation et par les arrêtés du ministre de l'intérieur pris en application de l'article
R. 121-5
de ce même code.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 6 : Bâtiments dont le plancher bas du dernier niveau  est situé à plus de huit mètres du sol (Articles R4216-24 à R4216-29);Article R4216-29;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Un arrêté conjoint des ministres chargés du travail, de l'agriculture et de la construction définit les modalités d'application des dispositions de la présente section, notamment :
1° Les caractéristiques des sorties et celles de l'isolement latéral du bâtiment avec un autre bâtiment ;
2° La classification des matériaux et des éléments de construction de certaines parties du bâtiment ;
3° Les règles de désenfumage.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 7 : Moyens de prévention et de lutte contre l'incendie (Article R4216-30);Article R4216-30;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les bâtiments et locaux sont conçus ou aménagés de manière à respecter les dispositions relatives aux moyens de prévention et de lutte contre l'incendie prévues aux articles
R. 4227-28 à R. 4227-41
.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 8 : Prévention des explosions (Article R4216-31);Article R4216-31;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les bâtiments et locaux sont conçus et réalisés de manière à respecter les dispositions relatives à la prévention des explosions prévues par les articles
R. 4227-42 à R. 4227-54
.";2008-244;2008-03-07;2008
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 9 : Dispenses de l'autorité administrative (Articles R4216-32 à R4216-34);Article R4216-32;Modifié par Décret n°2009-1377 du 10 novembre 2009 - art. 11 (V);Le             directeur régional des entreprises, de la concurrence, de la consommation, du travail et de l'emploi peut dispenser d'une partie de l'application des dispositions du présent chapitre, notamment dans le cas de réaménagement de locaux ou de bâtiments existants, sur proposition de mesures compensatoires assurant un niveau de sécurité jugé équivalent.;2009-1377;2009-11-10;2009
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 9 : Dispenses de l'autorité administrative (Articles R4216-32 à R4216-34);Article R4216-33;Modifié par Décret n°2021-143 du 10 février 2021 - art. 10;"La dispense est accordée, après enquête de l'agent de contrôle de l'inspection du travail.
Elle est accordée après avis :
1° Du comité social et économique ;
2° De la commission centrale de sécurité ou de la commission consultative départementale de sécurité et d'accessibilité pour les établissements recevant du public.";2021-143;2021-02-10;2021
Titre Ier : Obligations du maître d'ouvrage pour la conception des lieux de travail  (Articles R4211-1 à R4217-2);Chapitre VI : Risques d'incendies et d'explosions et évacuation (Articles R4216-1 à R4216-34);Section 9 : Dispenses de l'autorité administrative (Articles R4216-32 à R4216-34);Article R4216-34;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Le silence gardé pendant plus de quatre mois par le ministre compétent saisi d'un recours hiérarchique contre une décision prise en application de l'article
R. 4216-33
vaut décision de rejet.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 1 : Principes et définitions (Articles R4222-1 à R4222-3);Article R4222-1;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Dans les locaux fermés où les travailleurs sont appelés à séjourner, l'air est renouvelé de façon à :
1° Maintenir un état de pureté de l'atmosphère propre à préserver la santé des travailleurs ;
2° Eviter les élévations exagérées de température, les odeurs désagréables et les condensations.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 1 : Principes et définitions (Articles R4222-1 à R4222-3);Article R4222-2;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les règles applicables à l'aération, à la ventilation et à l'assainissement des locaux sont fixées suivant la nature et les caractéristiques de ces locaux.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 1 : Principes et définitions (Articles R4222-1 à R4222-3);Article R4222-3;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Pour l'application du présent chapitre, on entend par :
1° Air neuf, l'air pris à l'air libre hors des sources de pollution ;
2° Air recyclé, l'air pris et réintroduit dans un local ou un groupe de locaux. L'air pris hors des points de captage de polluants et réintroduit dans le même local après conditionnement thermique n'est pas considéré comme de l'air recyclé ;
3° Locaux à pollution non spécifique, les locaux dans lesquels la pollution est liée à la seule présence humaine, à l'exception des locaux sanitaires ;
4° Locaux à pollution spécifique, les locaux dans lesquels des substances dangereuses ou gênantes sont émises sous forme de gaz, vapeurs, aérosols solides ou liquides autres que celles qui sont liées à la seule présence humaine ainsi que locaux pouvant contenir des sources de micro-organismes potentiellement pathogènes et locaux sanitaires ;
5° Ventilation mécanique, la ventilation assurée par une installation mécanique ;
6° Ventilation naturelle permanente, la ventilation assurée naturellement par le vent ou par l'écart de température entre l'extérieur et l'intérieur ;
7° Poussière totale, toute particule solide dont le diamètre aérodynamique est au plus égal à 100 micromètres ou dont la vitesse limite de chute, dans les conditions normales de température, est au plus égale à 0,25 mètre par seconde ;
8° Poussière alvéolaire, toute poussière susceptible d'atteindre les alvéoles pulmonaires ;
9° Diamètre aérodynamique d'une poussière, le diamètre d'une sphère de densité égale à l'unité ayant la même vitesse de chute dans les mêmes conditions de température et d'humidité relative.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 2 : Locaux à pollution non spécifique (Articles R4222-4 à R4222-9);Article R4222-4;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Dans les locaux à pollution non spécifique, l'aération est assurée soit par ventilation mécanique, soit par ventilation naturelle permanente.
Dans ce dernier cas, les locaux comportent des ouvrants donnant directement sur l'extérieur et leurs dispositifs de commande sont accessibles aux occupants.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 2 : Locaux à pollution non spécifique (Articles R4222-4 à R4222-9);Article R4222-5;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"L'aération par ventilation naturelle, assurée exclusivement par ouverture de fenêtres ou autres ouvrants donnant directement sur l'extérieur, est autorisée lorsque le volume par occupant est égal ou supérieur à :
1° 15 mètres cubes pour les bureaux et les locaux où est accompli un travail physique léger ;
2° 24 mètres cubes pour les autres locaux.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 2 : Locaux à pollution non spécifique (Articles R4222-4 à R4222-9);Article R4222-6;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Lorsque l'aération est assurée par ventilation mécanique, le débit minimal d'air neuf à introduire par occupant est fixé dans le tableau suivant :
DESIGNATION DES LOCAUX
DEBIT MINIMAL
d'air neuf par occupant
(en mètres cubes par heures)
Bureaux, locaux sans travail physique
25
Locaux de restauration, locaux de vente, locaux de réunion
30
Ateliers et locaux avec travail physique léger
45
Autres ateliers et locaux
60";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 2 : Locaux à pollution non spécifique (Articles R4222-4 à R4222-9);Article R4222-7;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Les locaux réservés à la circulation et les locaux qui ne sont occupés que de manière épisodique peuvent être ventilés par l'intermédiaire des locaux adjacents à pollution non spécifique sur lesquels ils ouvrent.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 2 : Locaux à pollution non spécifique (Articles R4222-4 à R4222-9);Article R4222-8;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"L'air envoyé après recyclage dans les locaux à pollution non spécifique est filtré.
L'air recyclé n'est pas pris en compte pour le calcul du débit minimal d'air neuf prévu à l'article
R. 4222-6
.
En cas de panne du système d'épuration ou de filtration, le recyclage est arrêté.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 2 : Locaux à pollution non spécifique (Articles R4222-4 à R4222-9);Article R4222-9;Création Décret n°2008-244 du 7 mars 2008 - art. (V);Il est interdit d'envoyer après recyclage dans un local à pollution non spécifique l'air pollué d'un local à pollution spécifique.;2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 3 : Locaux à pollution spécifique (Articles R4222-10 à R4222-17);Article R4222-10;Modifié par Décret n°2021-1763 du 23 décembre 2021 - art. 1;Dans les locaux à pollution spécifique, les concentrations moyennes en poussières totales et alvéolaires de l'atmosphère inhalée par un travailleur, évaluées sur une période de huit heures, ne doivent pas dépasser respectivement 4 et 0,9 milligrammes par mètre cube d'air.;2021-1763;2021-12-23;2021
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 3 : Locaux à pollution spécifique (Articles R4222-10 à R4222-17);Article R4222-11;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Pour chaque local à pollution spécifique, la ventilation est réalisée et son débit déterminé en fonction de la nature et de la quantité des polluants ainsi que, le cas échéant, de la quantité de chaleur à évacuer, sans que le débit minimal d'air neuf puisse être inférieur aux valeurs fixées à l'article
R. 4222-6
.
Lorsque l'air provient de locaux à pollution non spécifique, il est tenu compte du nombre total d'occupants des locaux desservis pour déterminer le débit minimal d'entrée d'air neuf.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 3 : Locaux à pollution spécifique (Articles R4222-10 à R4222-17);Article R4222-12;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"Les émissions sous forme de gaz, vapeurs, aérosols de particules solides ou liquides, de substances insalubres, gênantes ou dangereuses pour la santé des travailleurs sont supprimées, y compris, par la mise en œuvre de procédés d'humidification en cas de risque de suspension de particules, lorsque les techniques de production le permettent.
A défaut, elles sont captées au fur et à mesure de leur production, au plus près de leur source d'émission et aussi efficacement que possible, notamment en tenant compte de la nature, des caractéristiques et du débit des polluants ainsi que des mouvements de l'air.
S'il n'est techniquement pas possible de capter à leur source la totalité des polluants, les polluants résiduels sont évacués par la ventilation générale du local.";2008-244;2008-03-07;2008
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 3 : Locaux à pollution spécifique (Articles R4222-10 à R4222-17);Article R4222-13;Modifié par Décret n°2021-1763 du 23 décembre 2021 - art. 1;"Les installations de captage et de ventilation sont réalisées de telle sorte que les concentrations dans l'atmosphère ne soient dangereuses en aucun point pour la santé et la sécurité des travailleurs et qu'elles restent inférieures aux valeurs limites d'exposition fixées à l'article
R. 4412-149
.
Lorsque les limites des concentrations mentionnées à l'article
R. 4222-10
ne peuvent être respectées en tout point d'un local à pollution spécifique, l'employeur met en œuvre les mesures organisationnelles nécessaires pour que l'exposition des travailleurs ne dépasse pas en moyenne ces limites sur une période de huit heures.
Les dispositifs d'entrée d'air compensant les volumes extraits sont conçus et disposés de façon à ne pas réduire l'efficacité des systèmes de captage.
Un dispositif d'avertissement automatique signale toute défaillance des installations de captage qui n'est pas directement décelable par les occupants des locaux.";2021-1763;2021-12-23;2021
Titre II : Obligations de l'employeur pour l'utilisation des lieux de travail  (Articles R4221-1 à R4228-37);Chapitre II : Aération, assainissement (Articles R4222-1 à R4222-26);Section 3 : Locaux à pollution spécifique (Articles R4222-10 à R4222-17);Article R4222-14;Création Décret n°2008-244 du 7 mars 2008 - art. (V);"L'air provenant d'un local à pollution spécifique ne peut être recyclé que s'il est efficacement épuré. Il ne peut être envoyé après recyclage dans d'autres locaux que si la pollution de tous les locaux concernés est de même nature. En cas de recyclage, les concentrations de poussières et substances dans l'atmosphère du local doivent demeurer inférieures aux valeurs limites d'exposition professionnelle définies aux articles
R. 4222-10
,
R. 4412-149
et
R. 4412-150
.";2008-244;2008-03-07;2008
